Serial,FireYear,IncidentNumber,FiscalYear,FireArea,District,Unit,FireName,StatisticalCategory,PreparedBy,Landmark,Equipment,NumberPersonnel,PreparedDate,ModifiedBy,ModifiedDate,Twn,Rng,Sec,Subdiv,Longitude,Latitude,ProtectionAgency,FireOriginFederalLands,LandClass,FireThreatened,Minimum,Dual,County,LandownerType,OriginalSurcharge,SurchargeInvolved,SenateBill360Lot,SenateBill360Certified,DiscoveredBy,DiscoveredByName,CausedBy,GeneralCause,SpecificCause,CauseComments,LeadInvestigator,Degree_certain,GeneralRestriction,IndustrialRestriction,BurnIndex,WeatherStationID,RegulatedUseZone,Involve_op,Notif_year,Notif_dist,Notif_number,IgnitionTime,DiscoveryTime,ReportTime,InitialAttackTime,ControlTime,WalkInDelay,FemaFire,IntitialAttackBy,InitialAttackType,Flame_length,InitialAttackFireSizeAcres,InitialAttackBehavior,GeneralFuelModels,Topography,Aspect,Slope,Elevation,SizeClass,FinalFireSizeAcres,StateProtectedAcres,ESRI_OID,CauseType,x,y
114973,2019,19-711-045-20,2020,,71,711,E. Evans Creek 24100    ,1,J Bates                 ,Chapman Creek                 ,,,7/16/2019 12:00:00 AM,DISP_MED1,8/15/2019 3:28:00 PM,33S   ,2W    ,33,SWNE,-122.942,42.6597,1,1,1,1,0,0,15,12,1,0,0,,6,Mary Carlson            ,5,3,353,Welding sheet metal to gate,Jordan Bates,,5,2,41 ,353228 Evans            ,SW2,1,,,,7/16/2019 12:40:00 PM,7/16/2019 12:40:00 PM,7/16/2019 12:42:00 PM,7/16/2019 12:56:00 PM,7/16/2019 1:00:00 PM,0,0,1,4,,0.25,2,13,1,1,1,1,1,0.25,0.25,116981,3,655456.491141737,341420.241469815
114978,2019,19-711-047-20,2020,,71,711,Upper Applegate 4.5     ,1,Andrew Bates            ,10.04 miles Southwest of Jacks,,,7/16/2019 12:00:00 AM,disp_med1,7/20/2019 4:12:00 PM,39S   ,3W    ,15,SENW,-123.044,42.1797,1,1,1,1,0,0,15,12,0,0,0,,6,McKinley Roper          ,13,3,351,Vehicle fire spread to grass as a result of a MVC,Andrew Bate,,5,2,41 ,SQUAW PEAK              ,SW2,1,,,,7/16/2019 5:06:00 PM,7/16/2019 5:06:00 PM,7/16/2019 5:07:00 PM,7/16/2019 5:10:00 PM,7/16/2019 5:12:00 PM,0,0,6,0,,0.01,2,1,1,1,1,1,1,0.01,0.01,116982,3,622606.835629925,167358.455708668
114981,2019,19-582-004-20,2020,,58,582,Quick Silver            ,1,Shenandoah Ellis        ,1mi W. 214 trail head         ,,,7/16/2019 12:00:00 AM,MOLALLADISPATCH,8/18/2019 5:08:00 PM,8S    ,1E    ,23,SWSW,-122.661,44.8561,1,1,1,1,0,1,24,13,1,1,2,,9,                        ,5,9,907,,Brady Preston,,5,1,,352025 Jordan           ,CM1,1,,,,7/16/2019 9:00:00 AM,7/16/2019 5:19:00 PM,7/16/2019 5:19:00 PM,7/16/2019 5:40:00 PM,7/16/2019 7:00:00 PM,0,0,2,4,,1.5,1,2,0,0,0,0,2,1.5,1.5,116983,3,752093.062007874,1139557.37729658
114988,2019,19-732-044-20,2020,,73,732,Molly St                ,1,,Glendale                      ,,,7/17/2019 12:00:00 AM,eejackson,8/26/2019 5:59:00 PM,33S   ,6W    ,4 ,SWNW,-123.424,42.7347,1,1,1,1,0,0,10,13,0,0,0,,8,                        ,14,5,599,,Dana Pease,,5,2,42 ,353041 Silver Butte     ,DG1,1,,,,7/16/2019 4:50:00 PM,7/16/2019 4:50:00 PM,7/16/2019 4:56:00 PM,7/16/2019 5:08:00 PM,7/16/2019 5:33:00 PM,0,0,8,1,,0.01,1,1,1,1,1,1,1,0.01,0.01,116984,3,526825.114501312,372977.509842515
114995,2019,19-721-023-20,2020,,72,721,Ida Lane                ,1,,1 W Coos Bay                  ,,,7/17/2019 12:00:00 AM,rvhancock,8/21/2019 7:39:00 PM,25S   ,13W   ,34,NENW,-124.233,43.3646,1,1,1,1,1,1,6,13,1,0,0,,6,                        ,15,6,605,,Chris Siebrasse,,5,1,,352820 Seven Mile Cr    ,CS1,1,,,,7/17/2019 12:00:00 PM,7/17/2019 12:15:00 PM,7/17/2019 12:20:00 PM,7/17/2019 12:30:00 PM,7/17/2019 2:00:00 PM,0,0,1,4,,0.01,2,8,0,0,0,0,1,0.01,0.01,116985,3,320060.640748039,611133.640748039
114999,2019,19-711-052-20,2020,,71,711,Pacific Crest Trail     ,1,Collin Horst            ,16.86 miles East of Ashland   ,,,7/18/2019 12:00:00 AM,disp_med1,7/31/2019 12:57:00 PM,39S   ,4E    ,5 ,SWSW,-122.381,42.2004,1,2,1,1,0,0,15,50,0,0,0,,6,Chris Dumler            ,9,5,506,Discarded  cigarette on Pacific Crest Trail,Collin Horst,,5,2,39 ,PARKER MOUNTAIN         ,SW2,1,,,,7/17/2019 8:43:00 PM,7/17/2019 8:43:00 PM,7/17/2019 8:51:00 PM,7/17/2019 9:40:00 PM,7/17/2019 9:41:00 PM,0,0,2,4,,0.01,1,12,1,1,1,1,1,0.01,0.01,116986,3,802496.194881886,170059.026574805
115002,2019,19-521-009-20,2020,,52,521,Rainy Day Fire          ,1,A. Kreider              ,8 miles East of Astoria       ,,,7/18/2019 12:00:00 AM,aekreider,7/18/2019 12:36:00 PM,8N    ,8W    ,22,SWNW,-123.668,46.1633,1,1,1,1,1,0,4,12,0,0,0,,4,Ami Kreider             ,5,6,602,BURNING DURING CLOSED SEASON,Ami Kreider,,5,1,,TIDEWATER               ,NW1,1,,,,7/17/2019 10:00:00 AM,7/17/2019 12:30:00 PM,7/17/2019 12:30:00 PM,7/17/2019 12:30:00 PM,7/17/2019 1:00:00 PM,0,0,1,4,,0.01,1,8,0,0,0,0,1,0.01,0.01,116987,3,509521.693897635,1624341.83431758
115008,2019,19-781-007-20,2020,,78,781,Clear Lake Core         ,1,Brandy Simmons          ,5.50 Miles NE of Veneta       ,,,7/18/2019 12:00:00 AM,BSIMMONS,10/30/2019 1:33:00 PM,17S   ,5W    ,4 ,NESW,-123.302,44.1208,1,1,1,1,0,1,20,90,0,0,0,,9,Multiple                ,13,3,399,Vehicle lost axle and was dragging,Bottensek,,1,1,33 ,352547 Village Creek    ,WT1,1,,,,7/18/2019 12:25:00 PM,7/18/2019 12:25:00 PM,7/18/2019 12:25:00 PM,7/18/2019 1:00:00 PM,7/18/2019 1:12:00 PM,0,0,8,1,,0.01,2,2,1,1,1,1,1,0.01,0.01,116988,3,576824.015748039,876725.057086617
115012,2019,19-771-022-20,2020,,77,771,MP 168                  ,1,Brent Peterson          ,Divide Post Office            ,,,7/18/2019 12:00:00 AM,BAPETERSON,8/12/2019 2:47:00 PM,21S   ,4W    ,11,SWSE,-123.135,43.7528,1,1,1,1,0,0,20,20,0,0,2,,9,unknown                 ,13,3,354,Catalytic converter failure,Justin Patten,,5,1,,352562 Green Mountain   ,EL1,1,,,,7/17/2019 6:55:00 PM,7/17/2019 6:56:00 PM,7/17/2019 6:56:00 PM,7/17/2019 6:56:00 PM,7/17/2019 7:05:00 PM,0,0,99,0,,0.01,1,2,0,0,0,0,1,0.01,0.01,116989,3,616341.773622051,741222.412401572
115021,2019,19-982-004-20,2020,,98,982,Blaisdell 199           ,1,R. S. Gates             ,Blaisdell Crossing            ,,,7/19/2019 12:00:00 AM,RSGates,9/15/2019 4:49:00 PM,37S   ,16E   ,8 ,NENW,-120.856,42.3822,1,1,1,1,0,0,19,11,0,0,0,,2,Horsefly                ,1,1,101,,Jordan Cross,,1,9,,353328 Gerber           ,KF2,1,,,,7/14/2019 4:43:00 PM,7/14/2019 5:15:00 PM,7/14/2019 5:28:00 PM,7/14/2019 6:00:00 PM,7/15/2019 3:48:00 PM,0,0,1,9,,1,2,2,0,0,0,0,2,1.3,1.3,116990,2,1216125.36187664,230703.540354326
115027,2019,19-732-050-20,2020,,73,732,Glenbrook Loop          ,1,,2.85 miles Southwest of Riddle,,,7/19/2019 12:00:00 AM,eejackson,8/19/2019 7:49:00 PM,30S   ,6W    ,34,SWNW,-123.403,42.9211,1,1,2,2,0,0,10,13,0,0,0,,6,                        ,7,3,370,,Brandon Kerns,,5,2,44 ,SILVER BUTTE            ,DG2,1,,,,7/19/2019 4:06:00 PM,7/19/2019 4:14:00 PM,7/19/2019 4:14:00 PM,7/19/2019 4:17:00 PM,7/29/2019 12:00:00 PM,0,0,1,4,,1,2,1,1,1,1,1,2,5,5,116991,3,534866.020997375,440676.135170609
115028,2019,19-781-010-20,2020,,78,781,26175 Siuslaw           ,1,Adam Wruck              ,11 Miles N of Drain           ,,,7/19/2019 12:00:00 AM,BSIMMONS,8/21/2019 6:36:00 PM,20S   ,5W    ,21,NESE,-123.289,43.8159,1,1,1,1,0,1,20,10,1,0,0,,6,Keenan Mitchell         ,15,4,499,sage smudge stick left in dry fuels,Post,,1,1,33 ,352547 Village Creek    ,WT1,1,,,,7/19/2019 2:00:00 PM,7/19/2019 2:33:00 PM,7/19/2019 2:33:00 PM,7/19/2019 3:03:00 PM,7/19/2019 9:13:00 PM,0,0,1,4,,0.5,2,8,1,1,1,1,2,3.7,3.7,116992,3,576461.115157485,765549.755249351
115030,2019,19-582-005-20,2020,,58,582,Spen Spun fire          ,1,Shenandoah Ellis        ,2mi SE Sublimity              ,,,7/19/2019 12:00:00 AM,MOLALLADISPATCH,8/17/2019 10:53:00 AM,9S    ,1E    ,6 ,SWNW,-122.739,44.8187,1,1,1,1,1,1,24,13,0,0,2,,8,                        ,15,9,999,Tree fell on power lines.,Kindra Gross,,5,1,,352025 Jordan           ,CM1,1,,,,7/19/2019 12:45:00 PM,7/19/2019 12:45:00 PM,7/19/2019 12:45:00 PM,7/19/2019 12:50:00 PM,7/19/2019 2:45:00 PM,0,0,2,4,,0.25,2,2,0,0,0,0,1,0.25,0.25,116993,3,731504.485236228,1126470.96391076
115037,2019,19-581-008-20,2020,,58,581,Blackberry Stump        ,1,Shenandoah Ellis        ,2mi E Sandy                   ,,,7/20/2019 12:00:00 AM,MOLALLADISPATCH,7/26/2019 12:50:00 PM,2S    ,4E    ,26,NESW,-122.285,45.367,1,1,1,1,0,0,3,13,0,0,2,,6,                        ,5,6,615,Landowner burning a stump,Michael Morgan,,5,1,,350728 Eagle Creek      ,CM1,1,,,,7/20/2019 10:39:00 AM,7/20/2019 10:39:00 AM,7/20/2019 10:40:00 AM,7/20/2019 11:00:00 AM,10/20/2019 11:13:00 AM,0,0,2,4,,0.1,1,5,0,0,0,0,1,0.1,0.1,116994,3,853604.423556432,1323428.77919948
115044,2019,19-952-006-20,2020,,95,952,Angel Gulch             ,1,Tyler Strauss           ,Angel Gulch                   ,,,7/20/2019 12:00:00 AM,CCOOK,7/30/2019 3:22:00 PM,13S   ,30E   ,35,NENW,-119.073,44.4006,1,1,2,2,0,1,12,13,1,1,0,,6,Marilyn Foss            ,6,3,351,Water Pump for irrigation,Amanda Zinn,,5,9,,352327 Fall Mountain    ,MA2,1,,,,7/20/2019 9:45:00 AM,7/20/2019 9:45:00 AM,7/20/2019 10:00:00 AM,7/20/2019 10:20:00 AM,7/20/2019 11:27:00 AM,0,0,2,3,,0.25,2,1,0,0,0,0,1,0.25,0.25,116995,3,1685203.7949475,969392.834645674
115045,2019,19-733-054-20,2020,,73,733,Buckhorn Rd             ,1,,3.49 miles East of Roseburg   ,,,7/20/2019 12:00:00 AM,fbaimbridge,8/20/2019 9:25:00 AM,27S   ,5W    ,15,SWSE,-123.273,43.2169,1,1,2,2,1,1,10,90,1,1,0,,9,                        ,13,3,354,,Matthew Brady,,5,3,33 ,NORTH BANK              ,DG1,1,,,,7/20/2019 2:40:00 PM,7/20/2019 2:45:00 PM,7/20/2019 2:50:00 PM,7/20/2019 3:00:00 PM,7/20/2019 3:30:00 PM,0,0,2,3,,0.01,2,1,1,1,1,1,1,0.01,0.01,116996,3,573309.274278209,547222.308070868
115057,2019,19-771-026-20,2020,,77,771,Fall Creek Reuben       ,1,Brent Peterson          ,40399 reuben leigh rd         ,,,7/20/2019 12:00:00 AM,BAPETERSON,8/5/2019 1:54:00 PM,18S   ,1W    ,36,NWSW,-122.765,43.9582,1,1,1,1,0,1,20,14,1,1,0,,8,Gregory Mason           ,58,9,907,,Kyle Cook,,5,1,,352552 Trout Creek      ,EL1,1,,,,7/20/2019 2:45:00 PM,7/20/2019 2:50:00 PM,7/20/2019 2:51:00 PM,7/20/2019 3:19:00 PM,7/20/2019 3:43:00 PM,0,0,1,4,,0.01,1,99,0,0,0,0,1,0.01,0.01,116997,3,716110.075131238,813136.566272959
115059,2019,19-532-009-20,2020,,53,532,Timber Rd East #1       ,1,Ben Withrow             ,,,,7/20/2019 12:00:00 AM,lbrien,7/21/2019 5:24:00 PM,4N    ,4W    ,7 ,NWSE,-123.222,45.8422,1,1,1,1,1,1,5,13,1,0,2,,6,                        ,15,9,902,Fire spread to wildland from burning building,"Niles, Kelly",,5,1,,350308                  ,NW3,1,,,,7/20/2019 3:50:00 PM,7/20/2019 4:00:00 PM,7/20/2019 4:02:00 PM,7/20/2019 4:15:00 PM,7/20/2019 7:02:00 PM,0,0,2,4,,0.15,2,7,0,0,0,0,1,0.18,0.18,116998,3,618617.579724416,1503229.25426508
115061,2019,19-711-068-20,2020,,71,711,Hammel Rd 2709          ,1,Joshua Scott            ,3.03 miles South of Shady Cove,,,7/21/2019 12:00:00 AM,DISP_MED1,8/20/2019 2:24:00 PM,34S   ,1W    ,33,NESE,-122.82,42.568,1,1,2,2,1,1,15,13,1,0,1,1,6,Marvin Schafer          ,5,9,902,fire spread from structure fire to nearby vegitation,Joshua Scott,,5,2,44 ,EVANS CREEK             ,SW1,1,,,,7/20/2019 8:00:00 PM,7/20/2019 8:20:00 PM,7/20/2019 8:24:00 PM,7/20/2019 8:47:00 PM,7/20/2019 10:28:00 PM,0,0,2,4,,0.2,1,1,1,1,1,1,1,0.2,0.2,116999,3,687320.395997375,307055.954724416
115066,2019,19-781-011-20,2020,,78,781,North Jetty Drift       ,1,Adam Wruck              ,3.14 miles NW florence        ,,,7/21/2019 12:00:00 AM,ACWRUCK,7/30/2019 1:39:00 PM,18S   ,12W   ,9 ,NWNW,-124.139,44.0189,1,1,1,1,0,0,20,20,0,0,0,,5,                        ,9,4,402,,Spellman,,1,1,33 ,352547 Village Creek    ,SL2,1,,,,7/21/2019 6:00:00 AM,7/21/2019 11:54:00 AM,7/21/2019 11:54:00 AM,7/21/2019 12:12:00 PM,7/21/2019 12:33:00 PM,7,0,1,1,,0.01,1,8,1,1,1,1,1,0.01,0.01,117000,3,355596.138451442,848240.395669296
115073,2019,19-955-019-20,2020,,95,955,Windigo 493             ,1,Eric Metzger            ,CASCADE MEADOW                ,,,7/21/2019 12:00:00 AM,ejmetzger,7/28/2019 11:18:00 AM,14S   ,10E   ,30,SENE,-121.583,44.3331,1,1,1,1,1,1,9,13,1,0,1,1,6,Debra Vogt              ,15,4,420,910 Fireworks,Eric Metzger,,5,2,,352620 Colgate          ,WC2,1,,,,7/21/2019 3:30:00 PM,7/21/2019 3:45:00 PM,7/21/2019 3:50:00 PM,7/21/2019 3:55:00 PM,7/21/2019 4:49:00 PM,0,0,6,0,,0.1,2,3,0,0,0,0,1,0.1,0.1,117001,3,1029029.41108924,943418.65583989
115077,2019,19-712-165-20,2020,,71,712,S Vannoy Creek 131      ,1,,4.41 miles NW of GP           ,,,7/21/2019 12:00:00 AM,gpdisp,7/22/2019 2:24:00 PM,35S   ,6W    ,34,SWSE,-123.396,42.4782,1,1,1,1,0,0,17,10,1,0,1,0,6,                        ,5,9,913,Discarding of ash from unknown source,"Holmes, Chris",,5,2,42 ,353122 Merlin           ,SW3,1,,,,7/21/2019 6:00:00 PM,7/21/2019 6:34:00 PM,7/21/2019 6:35:00 PM,7/21/2019 6:36:00 PM,7/24/2019 4:31:00 PM,0,0,1,4,,0.01,1,1,1,1,1,1,1,0.01,0.01,117002,3,531046.78510499,279270.954396322
115092,2019,19-781-014-20,2020,,78,781,HOWE LANE               ,1,Adam Wruck              ,2.12 Miles SW Creswell        ,,,7/22/2019 12:00:00 AM,acorwin,7/30/2019 1:47:00 PM,19S   ,3W    ,28,NENE,-123.048,43.8922,1,1,1,1,0,1,20,10,1,0,0,,8,Carol Fairbourn         ,6,3,399,Electrical short in golf cart,Corwin,,1,1,34 ,352547 Village Creek    ,WT1,1,,,,7/22/2019 1:50:00 PM,7/22/2019 2:03:00 PM,7/22/2019 2:03:00 PM,7/22/2019 2:06:00 PM,7/22/2019 2:37:00 PM,5,0,2,3,,0.5,2,2,1,1,1,1,2,0.79,0.79,117003,3,640890.504593179,791277.507217854
115097,2019,19-991-203-20,2020,,99,991,Garbage                 ,1,ENM                     ,Jackpine Village              ,,,7/22/2019 12:00:00 AM,emurray,7/22/2019 4:02:00 PM,23S   ,9E    ,25,NWSE,-121.594,43.5461,1,1,1,1,0,0,18,20,0,0,0,,6,Chuck Morgan            ,15,7,799,Idendity theft materials burning,Mike Carlson,,1,9,,352618                  ,WR1,1,,,,7/10/2019 12:01:00 AM,7/10/2019 6:00:00 AM,7/10/2019 4:31:00 PM,7/10/2019 4:40:00 PM,7/10/2019 6:00:00 PM,0,0,1,4,,0,9,99,0,0,0,0,1,0,0,117004,3,1022330.23720473,656652.68405512
115098,2019,19-772-012-20,2020,,77,772,Northside               ,1,Valerie R. Oakleaf      ,2.97 mi W of Sweet Home       ,,,7/22/2019 12:00:00 AM,vroakleaf,7/23/2019 1:16:00 PM,13S   ,1E    ,30,SWNE,-122.732,44.4104,1,1,1,1,1,1,22,13,0,0,0,,9,On Star                 ,6,3,380,,C. Calderwood,,5,1,NA ,352553 Brush Creek      ,LN1,1,,,,7/22/2019 3:24:00 PM,7/22/2019 3:24:00 PM,7/22/2019 3:24:00 PM,7/22/2019 3:30:00 PM,7/22/2019 3:53:00 PM,0,0,1,3,,0.1,1,2,0,0,0,0,1,0.1,0.1,117005,3,729274.597769022,977650.208989501
115102,2019,19-973-005-20,2020,,97,973,Mile Post 232           ,1,Chelsea Thomas          ,Iskuulpa Creek Overlook       ,,,7/2/2019 12:00:00 AM,jblauer,8/11/2019 2:39:00 PM,1N    ,35E   ,9 ,SWSW,-118.455,45.5733,1,3,5,1,0,0,30,20,0,0,0,,9,                        ,13,3,351,"Burning semi trailer, spread to wildland",Gabe Clift,,1,9,,352329 Case             ,NE1,1,,,,7/22/2019 9:30:00 PM,7/22/2019 9:31:00 PM,7/22/2019 9:33:00 PM,7/22/2019 10:20:00 PM,7/22/2019 10:44:00 PM,0,0,2,4,,0.1,1,2,0,0,0,0,1,0.1,0,117006,3,1836006.92257218,1400187.47834645
115105,2019,19-952-010-20,2020,,95,952,Perry                   ,1,Vanessa Houpt           ,3.9 miles E of Monument       ,,,7/23/2019 12:00:00 AM,blbritt,8/26/2019 7:59:00 PM,8S    ,28E   ,35,SWSW,-119.344,44.8294,1,1,2,2,0,0,12,12,1,0,2,,11,Monument Mt.            ,1,1,101,strike tree located,K. Mitchell,,5,9,,352330 Board Creek      ,EC2,1,,,,7/22/2019 2:00:00 AM,7/22/2019 9:00:00 AM,7/22/2019 9:17:00 AM,7/22/2019 9:30:00 AM,7/22/2019 2:20:00 PM,20,0,1,1,,0.1,1,1,0,0,0,0,1,0.1,0.1,117007,2,1612198.21292651,1124562.12959318
115109,2019,19-952-013-20,2020,,95,952,Conger                  ,1,Vanessa Houpt           ,7.7 Miles NE of Monument      ,,,7/23/2019 12:00:00 AM,MTBROWN,8/8/2019 2:47:00 PM,8S    ,29E   ,19,SESW,-119.296,44.8689,1,1,2,2,0,0,12,12,1,0,2,,1,Madison                 ,1,1,101,Caused by lightning,Lauritsen,,5,9,,352329 Case             ,EC2,1,,,,7/22/2019 10:27:00 AM,7/22/2019 2:18:00 PM,7/22/2019 2:18:00 PM,7/22/2019 3:09:00 PM,7/24/2019 8:04:00 PM,0,0,1,7,,5,3,3,0,0,0,0,3,54.5,54.5,117008,2,1624437.07152231,1139138.42355643
115117,2019,19-955-020-20,2020,,95,955,Arnold Market 0498      ,1,Cameron Scott           ,60380 Arnold Market           ,,,7/22/2019 12:00:00 AM,bduda,7/31/2019 4:31:00 PM,18S   ,12E   ,24,SWSE,-121.233,43.9933,1,1,6,2,0,0,9,30,0,0,0,,2,Lava Butte              ,1,1,101,Lighing struck ponderosa,"Scott, Cameron",,5,9,,352618 Lava Butte       ,WC2,1,,,,7/22/2019 3:00:00 PM,7/22/2019 3:01:00 PM,7/22/2019 3:02:00 PM,7/22/2019 3:05:00 PM,7/22/2019 4:21:00 PM,0,0,2,4,,0.01,2,3,0,0,0,0,1,0.01,0,117009,2,1119479.90944882,818565.32020998
115125,2019,19-731-060-20,2020,,73,731,Hubbard Creek           ,1,E Jackson               ,13.87 miles West of Sutherlin ,,,7/23/2019 12:00:00 AM,mperez,8/14/2019 1:27:00 PM,25S   ,7W    ,31,NWNW,-123.584,43.3571,1,1,2,1,0,0,10,13,0,0,0,,6,                        ,7,3,375,,Joseph Lee,,5,2,,BURNT RIDGE             ,DG1,1,,,,7/23/2019 5:25:00 PM,7/23/2019 5:30:00 PM,7/23/2019 5:30:00 PM,7/23/2019 5:35:00 PM,7/23/2019 5:45:00 PM,0,0,1,3,,0.01,1,1,1,1,1,1,1,0.01,0.01,117010,3,492380.775590554,601239.966863513
115126,2019,19-781-009-20,2020,,78,781,HROSEBURG               ,1,Adam Wruck              ,11.83 Miles SE of Dunes City  ,,,7/23/2019 12:00:00 AM,ACWRUCK,7/23/2019 12:27:00 PM,20S   ,10W   ,28,NWNW,-123.914,43.8081,1,1,1,1,0,0,10,11,0,0,0,,8,Ron Ray                 ,2,3,335,cable in machine backward caused spark,Tripp,,1,1,33 ,352547 Village Creek    ,WT1,2,2018,781,8559,7/19/2019 10:00:00 AM,7/19/2019 10:00:00 AM,7/19/2019 10:35:00 AM,7/19/2019 10:00:00 AM,7/19/2019 10:35:00 AM,0,0,3,1,,0.01,1,8,1,1,1,1,1,0.01,0.01,117011,1,411522.852362201,768938.575131238
115132,2019,19-781-015-20,2020,,78,781,Deberry Grass           ,1,Adam Wruck              ,2.04 Miles W Creswell         ,,,7/23/2019 12:00:00 AM,ACWRUCK,7/26/2019 11:22:00 AM,19S   ,3W    ,16,SWSW,-123.064,43.9106,1,1,10,1,0,0,20,10,0,0,0,,2,Steve Baker             ,7,3,382,Mower struck rock sending sparks into dry grass,Esping,,1,2,40 ,352547 Village Creek    ,WT1,1,,,,7/23/2019 1:00:00 PM,7/23/2019 1:00:00 PM,7/23/2019 1:08:00 PM,7/23/2019 1:00:00 PM,7/23/2019 1:08:00 PM,0,0,3,1,,0.01,1,2,1,1,1,1,1,0.01,0.01,117012,3,636884.935695544,798111.479658797
115133,2019,19-711-075-20,2020,,71,711,Double Day              ,1,Brandon Zartmen         ,1.64 miles South of Butte Fall,,,7/23/2019 12:00:00 AM,disp_med1,7/30/2019 11:43:00 AM,35S   ,2E    ,23,NENW,-122.556,42.5206,1,2,1,1,0,0,15,50,0,0,0,,3,Bill Smith              ,13,3,351, Fire was caused by a vehicle that caught fire and spread,Christine Buhl,,5,2,44 ,ZIM                     ,SW2,1,,,,7/23/2019 12:00:00 PM,7/23/2019 12:00:00 PM,7/23/2019 12:00:00 PM,7/23/2019 12:30:00 PM,7/23/2019 6:46:00 PM,0,0,1,3,,0.25,2,4,1,1,1,1,2,0.5,0.5,117013,3,757994.82152231,287887.626968503
115134,2019,19-711-078-20,2020,,71,711,Joseph Stewart Park     ,1,Joshua Scott            ,10.24 miles North of Butte Fal,,,7/23/2019 12:00:00 AM,disp_med1,8/20/2019 1:34:00 PM,33S   ,2E    ,20,SWNE,-122.607,42.6884,1,2,1,1,0,0,15,90,0,0,0,,5,Jessica Schultz         ,15,9,913,Disposal of hot ashes spread to vegitation,Christine Buhl,,5,2,44 ,ZIM                     ,SW2,1,,,,7/23/2019 2:30:00 PM,7/23/2019 3:20:00 PM,7/23/2019 10:26:00 PM,7/23/2019 3:24:00 PM,7/23/2019 5:07:00 PM,0,0,1,6,,0.25,2,1,1,1,1,1,2,2,2,117014,3,745816.531167984,349381.730314955
115135,2019,19-581-010-20,2020,,58,581,224 Grass               ,1,Shenandoah Ellis        ,Intersection of hwy 224 and Su,,,7/23/2019 12:00:00 AM,MOLALLADISPATCH,7/26/2019 2:30:00 PM,3S    ,4E    ,34,SWNE,-122.31,45.269,1,1,5,1,0,0,3,20,0,0,2,,9,                        ,15,9,999,Cause was undetermined due to suppression efforts.,Jermiah Nelson,,5,1,,350728 Eagle Creek      ,CM1,1,,,,7/23/2019 4:15:00 PM,7/23/2019 4:15:00 PM,7/23/2019 4:20:00 PM,7/23/2019 4:30:00 PM,7/23/2019 4:35:00 PM,0,0,5,1,,0.01,2,2,0,0,0,0,1,0.01,0.01,117015,3,846392.958333328,1287847.07742782
115136,2019,19-772-013-20,2020,,77,772,Greenville 120          ,1,Valerie R. Oakleaf      ,"27120 Greenville Rd, Sweet Hom",,,7/23/2019 12:00:00 AM,vroakleaf,7/23/2019 6:19:00 PM,14S   ,1W    ,2 ,NWNW,-122.78,44.388,1,1,1,1,1,1,22,13,0,0,0,,8,Suzanne Simonis         ,6,6,699,Burning without a permit (Closed fire season),C. Calderwood,,1,1,NA ,352553 Brush Creek      ,LN1,1,,,,7/23/2019 3:30:00 PM,7/23/2019 3:50:00 PM,7/23/2019 3:53:00 PM,7/23/2019 4:02:00 PM,7/23/2019 4:26:00 PM,0,0,1,4,,0.05,1,99,0,0,0,0,1,0.05,0.05,117016,3,716512.061351702,969833.505249351
115137,2019,19-771-031-20,2020,,77,771,Winberry Park           ,1,,40801 Winberry creek rd       ,,,7/23/2019 12:00:00 AM,BAPETERSON,8/5/2019 1:46:00 PM,19S   ,1W    ,1 ,SESE,-122.748,43.9415,1,1,1,1,0,1,20,20,0,0,2,,8,Charles Fiddler         ,6,9,999,No immediate cause was able to be determined.,Kyle Cook,,5,2,,352552 Trout Creek      ,EL1,1,,,,7/23/2019 5:00:00 PM,7/23/2019 5:34:00 PM,7/23/2019 5:35:00 PM,7/23/2019 6:07:00 PM,7/23/2019 6:09:00 PM,0,0,2,4,,0.1,2,3,0,0,0,0,1,0.1,0.1,117017,3,720417.339238852,806929.427821517
115140,2019,19-711-079-20,2020,,71,711,Elk Creek Rd MM5        ,1,,8.46 miles Northeast of Shady ,,,7/23/2019 12:00:00 AM,disp_med1,7/30/2019 1:41:00 PM,33S   ,1E    ,8 ,NWSE,-122.724,42.7151,1,1,1,1,0,0,15,90,0,0,0,,6,Paula Dutton            ,15,7,799,Embers from firework ignited dry gass,Marcus Havniear,,5,2,44 ,ZIM                     ,SW2,1,,,,7/23/2019 5:09:00 PM,7/23/2019 5:10:00 PM,7/23/2019 5:11:00 PM,7/23/2019 5:28:00 PM,7/23/2019 5:28:00 PM,0,0,1,4,,0.1,2,8,1,1,1,1,1,0.1,0.1,117018,3,714629.047900259,359940.140419945
115143,2019,19-973-006-20,2020,,97,973,Milepost 226            ,1,Zackary Wyllie          ,Poverty Flats                 ,,,7/23/2019 12:00:00 AM,jblauer,8/11/2019 2:45:00 PM,1N    ,34E   ,3 ,SWSW,-118.553,45.5894,1,2,5,2,0,0,30,20,0,0,0,,9,                        ,13,3,351,Burning Motorhome,Gabe Clift,,1,9,,352329 Case             ,NE1,1,,,,7/23/2019 7:00:00 PM,7/23/2019 7:02:00 PM,7/23/2019 7:04:00 PM,7/23/2019 7:14:00 PM,7/23/2019 8:45:00 PM,0,0,2,3,,0.2,2,2,0,0,0,0,1,0.2,0.01,117019,3,1810777.47440945,1405446.68307087
